 "2025-07-21 02:59:22",MohammedBayoud,product,uploads/1753059562_687d90ea23eec.jpg,image/jpeg
"2025-07-21 02:59:27",MohammedBayoud,avatar,uploads/1753059567_687d90efb0cd1.png,image/png
